text,target_sentiment
Las ‘boutiques’ plantan cara a los grandes bancos en el ranking de rentabilidad,Positive
"El grupo chino Shandong Ruyi Group negocia la compra de Sandro, Maje y Claudie Pierlot",Positive
BlackRock desbanca a BBVA del podio de la gestión de fondos en España,Positive
Así enfrentará Home Depot a sus rivales (incluido Ikea) en cualquier piso de ventas,Positive
Los gigantes desafían a los negacionistas de las 'cripto' a golpe de talonario,Positive
La nueva promesa de Volkswagen para finales de 2021 es una declaración de guerra a Tesla,Positive
Globalia mete miedo a sus rivales en el segmento de viajes para empresas,Positive
"Los Xiaomi Mi 11 Ultra y Mi 11i llegan a España para batirse en duelo con lo mejor del mercado: buena cámara, diseño y procesador",Positive
CaixaBank gana 5.226 millones por el efecto contable de absorber Bankia,Positive
CaixaBank cierra 2021 como el grupo líder en gestión de fondos,Positive
PwC deja como mentirosos a Torres y el BBVA respecto al 'forensic' sobre Villarejo,Positive
Mango destroza a la competencia con este vestido cruzado estampado,Positive
Masaveu aprovecha las caídas por Ucrania para comprar más acciones de Línea Directa y Bankinter,Positive
Abanca se hace con Bankoa,Positive
Broadcom quiere a Qualcomm y lanza la mayor oferta por una tecnológica,Positive
CaixaBank gana 5.226 millones por el efecto contable de absorber Bankia,Positive
Francia estrena el derecho a la 'desconexión' laboral,Positive
La compra de coches se traslada del concesionario al Whatsapp,Positive
AliExpress abrirá su primera tienda en España y lo celebrará con descuentos y sorteos,Positive
Citigroup planea contratar unos 2.500 programadores para ser más competitivo,Positive
Firmado el acuerdo para subir el salario mínimo a 950 euros en 2020,Positive
Supremo alemán reconoce derecho a indemnización por Volkswagen manipulado,Positive
Cómo convertir un pequeño negocio en una tienda online para competir contra Amazon,Positive
Lidl se estrena como inquilino de un centro comercial,Positive
Catalunya Banc y Novagalicia Banco baten a Bankia en ayudas públicas,Positive
El Puente Aéreo de Iberia desactiva al AVE,Positive
Yolanda Díaz quiere obligar a las empresas a llevar un censo de los trabajadores fijos-discontinuos,Positive
Bankia fastidia el negocio a los abogados oportunistas,Positive
El Gobierno revisará los sueldos de los directivos de empresas públicas,Positive
"El coste de la hora trabajada sube un 2,9% en el cuarto trimestre",Positive
Los sindicatos europeos quieren que Ryanair no sea Ryanair,Positive
Cómo un BMW ayudó a descubrir el fraude de Volkswagen,Positive
Este es el servicio que Carrefour ofrece a sus clientes y que la competencia debería imitar ,Positive
Bruselas insiste en reivindicar la 'tasa Google',Positive
Samsung tiene unos auriculares inalámbricos llamados Galaxy Buds de 149 euros para competir con los AirPods de Apple: estas son las principales diferencias,Positive
"La cartera de cuero de Lidl por 12,99 euros que se agota en horas",Positive
Airbnb resiste al Covid y niveles de reservas casi igualan a los registrados en prepandemia,Positive
"Estos auriculares de Xiaomi arrasan por su bajo precio, y tienen poco que envidiar a otros mucho más caros",Positive
Firmado el acuerdo para subir el salario mínimo a 950 euros en 2020,Positive
Francia estrena el derecho a la 'desconexión' laboral,Positive
Brasil calcula que recibirá 20.000 millones de dólares por la privatización de Eletrobras,Positive
Así puede obligarte tu banco a pagar comisiones: puede pasar en esos casos,Positive
Unicaja ofrece prejubilaciones a los 57 años en su ERE,Positive
Bankia asume otro ajuste de red y plantilla al absorber BMN,Positive
"El precio de la vivienda sube el 6,2% en 2017, el mayor avance en diez años",Positive
Los VTC hacen campaña a dos días del decreto del Gobierno,Positive
Las quejas a la banca por cuentas y tarjetas superan a las de las hipotecas,Negative
Acuerdan 38 prejubilaciones en dos empresas de Lladró y siguen negociaciones,Positive
"Openbank, nuevo patrocinador oficial del Mutua Madrid Open",Positive
"BBVA, primer banco español en sumarse a la Alianza para la Contabilidad del Carbono",Positive
La hora del ‘Green Recovery’ y la digitalización,Positive
El lobby europeo del capital riesgo tiene nueva presidenta para afrontar un periodo clave,Positive
Primafrio aplaza su salida a Bolsa,Negative
"Santander: ""Estamos atentos a oportunidades inorgánicas en EEUU""",Positive
Gay de Liébana: la voz de la economía,Positive
Bankinter: hay vida sin Línea Directa,Positive
Santander planta cara a los gigantes de Wall Street,Positive
"Fitch, Moody's y S&P otorgan grado de inversión a Cepsa",Positive
"Frinsa, proveedor de atún de Lidl o Carrefour, facturó un récord de 588 millones en 2020",Positive
Guindos aprecia factores estructurales en la subida de la inflación,Positive
Los grandes valores más baratos de Europa incluyen a Banco Santander y BBVA,Positive
Sabadell coloca 750 millones de euros en ‘cocos’ al 5%,Positive
TAG Heuer se sube a los esquís,Positive
Glencore vende un 40% de su negocio agrícola a un fondo canadiense,Positive
"Pikolin, único finalista español al premio a la Excelencia Logística",Positive
Grup Peralada compra el edificio de Versace en el Passeig de Gràcia,Positive
"Santander ganó 2.911 millones de euros, un 32% menos, y supera previsiones",Positive
Dogi convoca junta extraordinaria para ratificar la compra de Treiss,Positive
Las unit economics como base del modelo de negocio,Positive
Avinatur sitúa su planta de Granada a la cabeza del sector,Positive
La apuesta de la NFL por la globalización,Positive
"Banco Sabadell supera las previsiones y eleva su beneficio un 11,6% hasta septiembre",Positive
AQR desembarca en BBVA y ya es el mayor azote bajista de la banca,Positive
Destinia cierra el 'Black Friday' con una subida del 34% en su facturación,Positive
El grifo de cerveza se vuelve digital,Positive
Grocasa Hipotecas consolida su crecimiento en 2021,Positive
Abe pide cifras de inversión en EEUU para Trump,Neutral
Un vicepresidente de Santander presidirá Lloyds of London,Positive
"El Chart de Hódar: Liberbank, a la cabeza del sector",Positive
Moneycorp crece en España con las miras puestas en América Latina,Positive
Algora inicia una campaña para que el nuevo Seat lleve su nombre,Positive
Empark se adjudica su primer contrato en Francia,Positive
El FMI insta a China a acelerar las reformas para consolidar su crecimiento,Positive
Los áticos y dúplex de obra nueva más lujosos del centro de Madrid,Positive
Las islas lideran la subida de precios en el primer semestre,Positive
Boeing sube en bolsa después de volver a la senda de los beneficios tras dos años,Positive
"Regal Lion, el tapón joya para vinos y licores que cuesta 21.000 euros",Positive
Value investing en la asignación de carteras de los fondos de fondos,Positive
El BCE ultima el cambio regulatorio que evitará un nuevo 'caso Popular',Positive
El fondo Lone Star cierra la compra de Novo Banco,Positive
Ávoris compra a Globalia la marca Latitudes,Positive
"Solaria ganó 5,6 millones de euros hasta septiembre, casi el doble",Positive
"Vodafone, una vieja estrella de rock",Positive
El Gobierno destaca el ejemplo de reconversión de Chocolates Trapa,Positive
"Allen & Overy y Herbert, las marcas más valoradas de Europa",Positive
Aragón sigue fortaleciendo sus relaciones comerciales con Yiwu,Positive
Aena estudia mejorar el dividendo para aplacar las exigencias de TCI,Positive
"Inditex, Mercadona y Santander, las empresas con mejor reputación corporativa en España",Positive
Bankia defiende que el folleto de salida a Bolsa era un reflejo fiel y exhaustivo de su patrimonio,Positive
Ferrero compra a Nestle su negocio de dulces en EEUU por unos 2.300 millones,Positive
Telefónica consolida su racha alcista y alcanza máximos de dos meses,Positive
Airbnb ficha a un directivo de Amazon como director financiero global,Positive
El Supremo avala anular las 35 horas semanales para los funcionarios vascos,Positive
"BBVA, líder mundial en banca móvil por tercer año consecutivo",Positive
"Valores a seguir jueves día 1: Biosearch, Sniace, Atresmedia, Iberdrola",Positive
Mercedes paraliza la separación de negocios que abría un 'agujero' fiscal de 200 millones en Álava,Positive
Sabadell negocia la venta de carteras inmobiliarias valoradas en 3.300 millones,Positive
El banco central de China sube los tipos interbancarios tras el alza de la Fed,Positive
Reale Seguros logra un resultado récord de 57 millones de euros,Positive
Deloitte prevé más compras en el azulejo pese a la ralentización,Positive
Liberbank fija nuevos objetivos de reducción de activos tóxicos en dos años,Positive
MásMóvil completa el segundo proceso de refinanciación del crédito senior sindicado por 831 millones,Positive
Desconvocadas las huelgas del 10 y 13 de enero en Ryanair,Neutral
El Gobierno británico vuelve a pedir apoyo a su pacto de Brexit sin haber obtenido concesiones de la UE,Positive
Data Officers o cómo gobernar el complejo universo de los datos,Positive
Una empresa pegada a la innovación,Positive
Airbus reclama lanzar nuevos programas europeos para seguir creciendo,Positive
AENA trabaja con el fondo First State para pujar por el aeropuerto de Sofía,Positive
Técnicas Reunidas multiplica por trece su beneficio en el primer trimestre,Positive
"El CEO de Airbus, sobre la crisis de Boeing: ""Los muy sabios aprenden de los errores de los demás""",Neutral
Claves para ahorrar impuestos al cobrar el seguro de vida,Positive
Openbank abarata la hipoteca fija a los clientes más diligentes,Positive
El Tribunal Supremo convierte en indefinidos a los interinos que lleven más de tres años en la Administración,Neutral
Repsol sale al mercado para captar 1.250 millones en deuda sostenible,Positive
El 'efecto Amazon' fija la pauta para el salario mínimo en EEUU,Positive
"El IPC escala al 3,3% y elevará la factura de las pensiones en más de 3.200 millones",Positive
El proyecto energético del Gobierno sale victorioso de su reválida en el Congreso,Positive
Los hogares aragoneses podrían ahorrar 158 millones al año en la factura energética,Positive
Renault Pasion Tour: un evento pensado para toda la familia,Positive
Las CCAA y los sindicatos exigen ‘seguridad jurídica’ en la reforma para los interinos,Positive
Volkswagen introducirá el filtro de partículas en los motores de gasolina a partir de 2017,Positive
Pérez Baquero abrirá un hotel de 5 estrellas junto a Plaça Catalunya,Positive
"Nike HyperAdapt 1.0, las zapatillas que se atan solas",Positive
El AVE llegará a Murcia a finales de 2017,Positive
"Segway lanza Ninebot Mini, su último y divertidísimo monopatín eléctrico",Positive
"Gibraltar pide un ""acuerdo diferenciado"" con la UE tras el Brexit",Positive
Barcelona premiará con tres años de transporte público gratuito a los que se deshagan de sus coches contaminantes,Positive
"El Sorteo de Navidad deja 1,46 millones en la provincia de Badajoz",Positive
Aragón Plataforma Logística estrena web con un buscador único de parcelas,Positive
Primark abre la tienda más grande de Cataluña en Tarragona,Positive
Diez planes de pensiones con rentabilidades superiores al 30%,Positive
Fomento tendrá licitadas las obras de los seis tramos del Corredor Murcia-Almería antes de junio de 2018,Positive
El Gobierno de Aragón resuelve casi mil becas para universitarios aragoneses,Positive
Inditex es optimista ante el cierre de su ejercicio,Positive
El Consejo de Ministros aprobará este mes la Obligación de Servicio Público,Positive
Amazon duplicará plantilla en España con la creación de 1.600 empleos en 2018,Positive
Citroën lanza unas gafas antimareo para facilitar la operación salida y los viajes en coche,Positive
"Aena registró 42,7 millones de pasajeros hasta marzo, un 14,4% más",Positive
Hacienda investiga otra lista de españoles con 6.600 millones en cuentas suizas,Positive
Sánchez anuncia nuevas ayudas a los hogares vulnerables en invierno,Positive
El acuerdo extrajudicial contempla la devolución de las cláusulas suelo en tres meses,Positive
